RecordId,DateTime,Site,ButterflyCount,Lat,Lon,WalkStage,Weekday
1,2017-01-11 13:42:00, Argyle Square,0,-37.8023,144.9664,1_1_1,Wednesday
2,2017-01-11 13:42:00, Argyle Square,0,-37.8023,144.9664,2_1_1,Wednesday
3,2017-01-11 13:42:00, Argyle Square,0,-37.8023,144.9664,3_1_1,Wednesday
4,2017-01-11 13:42:00, Argyle Square,0,-37.8023,144.9664,4_1_1,Wednesday
5,2017-01-11 14:28:00, Argyle Square,0,-37.8023,144.9665,1_1_1,Wednesday
6,2017-01-11 14:28:00, Argyle Square,0,-37.8023,144.9665,2_1_1,Wednesday
7,2017-01-11 14:28:00, Argyle Square,0,-37.8023,144.9665,3_1_1,Wednesday
8,2017-01-11 14:28:00, Argyle Square,0,-37.8023,144.9665,4_1_1,Wednesday
9,2017-01-11 15:22:00, Argyle Square,0,-37.8022,144.9664,1_1_1,Wednesday
10,2017-01-11 15:22:00, Argyle Square,1,-37.8022,144.9664,2_1_1,Wednesday
11,2017-01-11 15:22:00, Argyle Square,1,-37.8022,144.9664,3_1_1,Wednesday
12,2017-01-11 15:22:00, Argyle Square,0,-37.8022,144.9664,4_1_1,Wednesday
13,2017-01-11 15:34:00, Argyle Square,0,-37.8023,144.9665,1_1_1,Wednesday
14,2017-01-11 15:34:00, Argyle Square,0,-37.8023,144.9665,2_1_1,Wednesday
15,2017-01-11 15:34:00, Argyle Square,0,-37.8023,144.9665,3_1_1,Wednesday
16,2017-01-11 15:34:00, Argyle Square,0,-37.8023,144.9665,4_1_1,Wednesday
17,2017-01-11 15:49:00, Argyle Square,0,-37.8023,144.9664,1_1_1,Wednesday
18,2017-01-11 15:49:00, Argyle Square,0,-37.8023,144.9664,2_1_1,Wednesday
19,2017-01-11 15:49:00, Argyle Square,0,-37.8023,144.9664,3_1_1,Wednesday
20,2017-01-11 15:49:00, Argyle Square,0,-37.8023,144.9664,4_1_1,Wednesday
21,2017-02-11 09:09:00, Argyle Square,0,-37.8023,144.9664,1_1_1,Saturday
22,2017-02-11 09:09:00, Argyle Square,0,-37.8023,144.9664,2_1_1,Saturday
23,2017-02-11 09:09:00, Argyle Square,0,-37.8023,144.9664,3_1_1,Saturday
24,2017-02-11 09:09:00, Argyle Square,0,-37.8023,144.9664,4_1_1,Saturday
25,2017-02-11 09:14:00, Argyle Square,0,-37.8023,144.9664,1_1_1,Saturday
26,2017-02-11 09:14:00, Argyle Square,0,-37.8023,144.9664,2_1_1,Saturday
27,2017-02-11 09:14:00, Argyle Square,0,-37.8023,144.9664,3_1_1,Saturday
28,2017-02-11 09:14:00, Argyle Square,0,-37.8023,144.9664,4_1_1,Saturday
29,2017-02-11 09:55:00, Argyle Square,0,-37.8023,144.9664,1_1_1,Saturday
30,2017-02-11 09:55:00, Argyle Square,0,-37.8023,144.9664,2_1_1,Saturday
31,2017-02-11 09:55:00, Argyle Square,0,-37.8023,144.9664,3_1_1,Saturday
32,2017-02-11 09:55:00, Argyle Square,0,-37.8023,144.9664,4_1_1,Saturday
33,2017-02-11 09:59:00, Argyle Square,0,-37.8023,144.9664,1_1_1,Saturday
34,2017-02-11 09:59:00, Argyle Square,0,-37.8023,144.9664,2_1_1,Saturday
35,2017-02-11 09:59:00, Argyle Square,0,-37.8023,144.9664,3_1_1,Saturday
36,2017-02-11 09:59:00, Argyle Square,0,-37.8023,144.9664,4_1_1,Saturday
37,2017-02-11 10:15:00, Argyle Square,0,-37.8023,144.9664,1_1_1,Saturday
38,2017-02-11 10:15:00, Argyle Square,0,-37.8023,144.9664,2_1_1,Saturday
39,2017-02-11 10:15:00, Argyle Square,0,-37.8023,144.9664,3_1_1,Saturday
40,2017-02-11 10:15:00, Argyle Square,0,-37.8023,144.9664,4_1_1,Saturday
41,2017-02-11 10:30:00, Argyle Square,0,-37.8023,144.9665,1_1_1,Saturday
42,2017-02-11 10:30:00, Argyle Square,0,-37.8023,144.9665,2_1_1,Saturday
43,2017-02-11 10:30:00, Argyle Square,0,-37.8023,144.9665,3_1_1,Saturday
44,2017-02-11 10:30:00, Argyle Square,0,-37.8023,144.9665,4_1_1,Saturday
45,2017-02-11 10:44:00, Argyle Square,0,-37.8022,144.9663,1_1_1,Saturday
46,2017-02-11 10:44:00, Argyle Square,0,-37.8022,144.9663,2_1_1,Saturday
47,2017-02-11 10:44:00, Argyle Square,0,-37.8022,144.9663,3_1_1,Saturday
48,2017-02-11 10:44:00, Argyle Square,0,-37.8022,144.9663,4_1_1,Saturday
49,2017-02-11 12:20:00, Argyle Square,0,-37.8026,144.9664,1_1_1,Saturday
50,2017-02-11 12:20:00, Argyle Square,0,-37.8026,144.9664,2_1_1,Saturday
51,2017-02-11 12:20:00, Argyle Square,0,-37.8026,144.9664,3_1_1,Saturday
52,2017-02-11 12:20:00, Argyle Square,0,-37.8026,144.9664,4_1_1,Saturday
53,2017-01-12 16:34:00, Argyle Square,0,-37.8022,144.9665,1_1_1,Thursday
54,2017-01-12 16:34:00, Argyle Square,0,-37.8022,144.9665,2_1_1,Thursday
55,2017-01-12 16:34:00, Argyle Square,0,-37.8022,144.9665,3_1_1,Thursday
56,2017-01-12 16:34:00, Argyle Square,0,-37.8022,144.9665,4_1_1,Thursday
57,2017-01-12 16:53:00, Argyle Square,0,-37.8021,144.9663,1_1_1,Thursday
58,2017-01-12 16:53:00, Argyle Square,0,-37.8021,144.9663,2_1_1,Thursday
59,2017-01-12 16:53:00, Argyle Square,0,-37.8021,144.9663,3_1_1,Thursday
60,2017-01-12 16:53:00, Argyle Square,0,-37.8021,144.9663,4_1_1,Thursday
61,2017-02-11 10:57:00, Argyle Square,0,-37.8024,144.9663,1_1_2,Saturday
62,2017-02-11 10:57:00, Argyle Square,0,-37.8024,144.9663,2_1_2,Saturday
63,2017-02-11 10:57:00, Argyle Square,0,-37.8024,144.9663,3_1_2,Saturday
64,2017-02-11 10:57:00, Argyle Square,0,-37.8024,144.9663,4_1_2,Saturday
65,2017-02-11 11:01:00, Argyle Square,0,-37.8024,144.9663,1_1_2,Saturday
66,2017-02-11 11:01:00, Argyle Square,0,-37.8024,144.9663,2_1_2,Saturday
67,2017-02-11 11:01:00, Argyle Square,0,-37.8024,144.9663,3_1_2,Saturday
68,2017-02-11 11:01:00, Argyle Square,0,-37.8024,144.9663,4_1_2,Saturday
69,2017-02-11 11:04:00, Argyle Square,0,-37.8023,144.9664,1_1_2,Saturday
70,2017-02-11 11:04:00, Argyle Square,0,-37.8023,144.9664,2_1_2,Saturday
71,2017-02-11 11:04:00, Argyle Square,0,-37.8023,144.9664,3_1_2,Saturday
72,2017-02-11 11:04:00, Argyle Square,0,-37.8023,144.9664,4_1_2,Saturday
73,2017-02-11 11:18:00, Argyle Square,0,-37.8024,144.9663,1_1_2,Saturday
74,2017-02-11 11:18:00, Argyle Square,0,-37.8024,144.9663,2_1_2,Saturday
75,2017-02-11 11:18:00, Argyle Square,0,-37.8024,144.9663,3_1_2,Saturday
76,2017-02-11 11:18:00, Argyle Square,0,-37.8024,144.9663,4_1_2,Saturday
77,2017-02-11 11:31:00, Argyle Square,0,-37.8024,144.9663,1_1_2,Saturday
78,2017-02-11 11:31:00, Argyle Square,0,-37.8024,144.9663,2_1_2,Saturday
79,2017-02-11 11:31:00, Argyle Square,0,-37.8024,144.9663,3_1_2,Saturday
80,2017-02-11 11:31:00, Argyle Square,0,-37.8024,144.9663,4_1_2,Saturday
81,2017-02-11 11:35:00, Argyle Square,0,-37.8023,144.9664,1_1_2,Saturday
82,2017-02-11 11:35:00, Argyle Square,0,-37.8023,144.9664,2_1_2,Saturday
83,2017-02-11 11:35:00, Argyle Square,0,-37.8023,144.9664,3_1_2,Saturday
84,2017-02-11 11:35:00, Argyle Square,0,-37.8023,144.9664,4_1_2,Saturday
85,2017-02-11 11:48:00, Argyle Square,1,-37.8025,144.9663,1_1_2,Saturday
86,2017-02-11 11:48:00, Argyle Square,0,-37.8025,144.9663,2_1_2,Saturday
87,2017-02-11 11:48:00, Argyle Square,0,-37.8025,144.9663,3_1_2,Saturday
88,2017-02-11 11:48:00, Argyle Square,0,-37.8025,144.9663,4_1_2,Saturday
89,2017-02-11 12:09:00, Argyle Square,2,-37.8026,144.9662,1_1_2,Saturday
90,2017-02-11 12:09:00, Argyle Square,0,-37.8026,144.9662,2_1_2,Saturday
91,2017-02-11 12:09:00, Argyle Square,0,-37.8026,144.9662,3_1_2,Saturday
92,2017-02-11 12:09:00, Argyle Square,0,-37.8026,144.9662,4_1_2,Saturday
93,2017-02-11 12:13:00, Argyle Square,1,-37.8026,144.9662,1_1_2,Saturday
94,2017-02-11 12:13:00, Argyle Square,0,-37.8026,144.9662,2_1_2,Saturday
95,2017-02-11 12:13:00, Argyle Square,0,-37.8026,144.9662,3_1_2,Saturday
96,2017-02-11 12:13:00, Argyle Square,0,-37.8026,144.9662,4_1_2,Saturday
97,2017-02-11 12:17:00, Argyle Square,1,-37.8024,144.9663,1_1_2,Saturday
98,2017-02-11 12:17:00, Argyle Square,0,-37.8024,144.9663,2_1_2,Saturday
99,2017-02-11 12:17:00, Argyle Square,0,-37.8024,144.9663,3_1_2,Saturday
100,2017-02-11 12:17:00, Argyle Square,0,-37.8024,144.9663,4_1_2,Saturday
101,2017-02-11 12:23:00, Argyle Square,2,-37.8026,144.9664,1_1_2,Saturday
102,2017-02-11 12:23:00, Argyle Square,0,-37.8026,144.9664,2_1_2,Saturday
103,2017-02-11 12:23:00, Argyle Square,0,-37.8026,144.9664,3_1_2,Saturday
104,2017-02-11 12:23:00, Argyle Square,0,-37.8026,144.9664,4_1_2,Saturday
105,2017-02-11 12:27:00, Argyle Square,0,-37.8026,144.9664,1_1_2,Saturday
106,2017-02-11 12:27:00, Argyle Square,0,-37.8026,144.9664,2_1_2,Saturday
107,2017-02-11 12:27:00, Argyle Square,0,-37.8026,144.9664,3_1_2,Saturday
108,2017-02-11 12:27:00, Argyle Square,0,-37.8026,144.9664,4_1_2,Saturday
109,2017-02-11 13:37:00, Argyle Square,0,-37.8027,144.9667,1_1_2,Saturday
110,2017-02-11 13:37:00, Argyle Square,0,-37.8027,144.9667,2_1_2,Saturday
111,2017-02-11 13:37:00, Argyle Square,0,-37.8027,144.9667,3_1_2,Saturday
112,2017-02-11 13:37:00, Argyle Square,0,-37.8027,144.9667,4_1_2,Saturday
113,2017-02-11 13:43:00, Argyle Square,0,-37.8028,144.9663,1_1_2,Saturday
114,2017-02-11 13:43:00, Argyle Square,0,-37.8028,144.9663,2_1_2,Saturday
115,2017-02-11 13:43:00, Argyle Square,0,-37.8028,144.9663,3_1_2,Saturday
116,2017-02-11 13:43:00, Argyle Square,0,-37.8028,144.9663,4_1_2,Saturday
117,2017-02-11 14:06:00, Argyle Square,0,-37.8027,144.9664,1_1_2,Saturday
118,2017-02-11 14:06:00, Argyle Square,0,-37.8027,144.9664,2_1_2,Saturday
119,2017-02-11 14:06:00, Argyle Square,0,-37.8027,144.9664,3_1_2,Saturday
120,2017-02-11 14:06:00, Argyle Square,0,-37.8027,144.9664,4_1_2,Saturday
121,2017-01-12 17:20:00, Argyle Square,0,-37.8023,144.9663,1_1_2,Thursday
122,2017-01-12 17:20:00, Argyle Square,0,-37.8023,144.9663,2_1_2,Thursday
123,2017-01-12 17:20:00, Argyle Square,0,-37.8023,144.9663,3_1_2,Thursday
124,2017-01-12 17:20:00, Argyle Square,0,-37.8023,144.9663,4_1_2,Thursday
125,2017-02-11 14:20:00, Argyle Square,0,-37.8022,144.9662,1_1_3,Saturday
126,2017-02-11 14:20:00, Argyle Square,0,-37.8022,144.9662,2_1_3,Saturday
127,2017-02-11 14:20:00, Argyle Square,0,-37.8022,144.9662,3_1_3,Saturday
128,2017-02-11 14:20:00, Argyle Square,0,-37.8022,144.9662,4_1_3,Saturday
129,2017-02-11 14:23:00, Argyle Square,0,-37.8022,144.9662,1_1_3,Saturday
130,2017-02-11 14:23:00, Argyle Square,0,-37.8022,144.9662,2_1_3,Saturday
131,2017-02-11 14:23:00, Argyle Square,0,-37.8022,144.9662,3_1_3,Saturday
132,2017-02-11 14:23:00, Argyle Square,0,-37.8022,144.9662,4_1_3,Saturday
133,2017-01-15 09:56:00, Argyle Square,0,-37.8024,144.9663,1_1_3,Sunday
134,2017-01-15 09:56:00, Argyle Square,0,-37.8024,144.9663,2_1_3,Sunday
135,2017-01-15 09:56:00, Argyle Square,0,-37.8024,144.9663,3_1_3,Sunday
136,2017-01-15 09:56:00, Argyle Square,0,-37.8024,144.9663,4_1_3,Sunday
137,2017-01-15 10:12:00, Argyle Square,0,-37.8023,144.9662,1_1_3,Sunday
138,2017-01-15 10:12:00, Argyle Square,0,-37.8023,144.9662,2_1_3,Sunday
139,2017-01-15 10:12:00, Argyle Square,0,-37.8023,144.9662,3_1_3,Sunday
140,2017-01-15 10:12:00, Argyle Square,0,-37.8023,144.9662,4_1_3,Sunday
141,2017-01-15 10:26:00, Argyle Square,0,-37.8024,144.9663,1_1_3,Sunday
142,2017-01-15 10:26:00, Argyle Square,0,-37.8024,144.9663,2_1_3,Sunday
143,2017-01-15 10:26:00, Argyle Square,0,-37.8024,144.9663,3_1_3,Sunday
144,2017-01-15 10:26:00, Argyle Square,0,-37.8024,144.9663,4_1_3,Sunday
145,2017-01-15 10:39:00, Argyle Square,0,-37.8023,144.9663,1_1_3,Sunday
146,2017-01-15 10:39:00, Argyle Square,0,-37.8023,144.9663,2_1_3,Sunday
147,2017-01-15 10:39:00, Argyle Square,0,-37.8023,144.9663,3_1_3,Sunday
148,2017-01-15 10:39:00, Argyle Square,0,-37.8023,144.9663,4_1_3,Sunday
149,2017-01-15 10:55:00, Argyle Square,0,-37.8024,144.9664,1_1_3,Sunday
150,2017-01-15 10:55:00, Argyle Square,0,-37.8024,144.9664,2_1_3,Sunday
151,2017-01-15 10:55:00, Argyle Square,0,-37.8024,144.9664,3_1_3,Sunday
152,2017-01-15 10:55:00, Argyle Square,0,-37.8024,144.9664,4_1_3,Sunday
153,2017-01-15 11:13:00, Argyle Square,0,-37.8023,144.9664,1_1_3,Sunday
154,2017-01-15 11:13:00, Argyle Square,0,-37.8023,144.9664,2_1_3,Sunday
155,2017-01-15 11:13:00, Argyle Square,0,-37.8023,144.9664,3_1_3,Sunday
156,2017-01-15 11:13:00, Argyle Square,0,-37.8023,144.9664,4_1_3,Sunday
157,2017-01-15 11:29:00, Argyle Square,0,-37.8023,144.9663,1_1_3,Sunday
158,2017-01-15 11:29:00, Argyle Square,0,-37.8023,144.9663,2_1_3,Sunday
159,2017-01-15 11:29:00, Argyle Square,0,-37.8023,144.9663,3_1_3,Sunday
160,2017-01-15 11:29:00, Argyle Square,0,-37.8023,144.9663,4_1_3,Sunday
161,2017-01-15 12:33:00, Argyle Square,1,-37.8027,144.9662,1_1_3,Sunday
162,2017-01-15 12:33:00, Argyle Square,1,-37.8027,144.9662,2_1_3,Sunday
163,2017-01-15 12:33:00, Argyle Square,0,-37.8027,144.9662,3_1_3,Sunday
164,2017-01-15 12:33:00, Argyle Square,0,-37.8027,144.9662,4_1_3,Sunday
165,2017-01-15 12:56:00, Argyle Square,0,-37.8026,144.9662,1_1_3,Sunday
166,2017-01-15 12:56:00, Argyle Square,1,-37.8026,144.9662,2_1_3,Sunday
167,2017-01-15 12:56:00, Argyle Square,0,-37.8026,144.9662,3_1_3,Sunday
168,2017-01-15 12:56:00, Argyle Square,0,-37.8026,144.9662,4_1_3,Sunday
169,2017-01-15 13:15:00, Argyle Square,0,-37.8027,144.9663,1_1_3,Sunday
170,2017-01-15 13:15:00, Argyle Square,0,-37.8027,144.9663,2_1_3,Sunday
171,2017-01-15 13:15:00, Argyle Square,0,-37.8027,144.9663,3_1_3,Sunday
172,2017-01-15 13:15:00, Argyle Square,0,-37.8027,144.9663,4_1_3,Sunday
173,2017-01-15 13:34:00, Argyle Square,0,-37.8024,144.9663,1_1_3,Sunday
174,2017-01-15 13:34:00, Argyle Square,1,-37.8024,144.9663,2_1_3,Sunday
175,2017-01-15 13:34:00, Argyle Square,0,-37.8024,144.9663,3_1_3,Sunday
176,2017-01-15 13:34:00, Argyle Square,0,-37.8024,144.9663,4_1_3,Sunday
177,2017-01-15 13:49:00, Argyle Square,0,-37.8026,144.9663,1_1_3,Sunday
178,2017-01-15 13:49:00, Argyle Square,0,-37.8026,144.9663,2_1_3,Sunday
179,2017-01-15 13:49:00, Argyle Square,0,-37.8026,144.9663,3_1_3,Sunday
180,2017-01-15 13:49:00, Argyle Square,0,-37.8026,144.9663,4_1_3,Sunday
181,2017-01-15 14:05:00, Argyle Square,0,-37.8026,144.9662,1_1_3,Sunday
182,2017-01-15 14:05:00, Argyle Square,0,-37.8026,144.9662,2_1_3,Sunday
183,2017-01-15 14:05:00, Argyle Square,0,-37.8026,144.9662,3_1_3,Sunday
184,2017-01-15 14:05:00, Argyle Square,0,-37.8026,144.9662,4_1_3,Sunday
185,2017-01-15 14:27:00, Argyle Square,1,-37.8025,144.9663,1_1_3,Sunday
186,2017-01-15 14:27:00, Argyle Square,2,-37.8025,144.9663,2_1_3,Sunday
187,2017-01-15 14:27:00, Argyle Square,1,-37.8025,144.9663,3_1_3,Sunday
188,2017-01-15 14:27:00, Argyle Square,0,-37.8025,144.9663,4_1_3,Sunday
189,2017-01-15 14:42:00, Argyle Square,0,-37.8027,144.9663,1_1_3,Sunday
190,2017-01-15 14:42:00, Argyle Square,0,-37.8027,144.9663,2_1_3,Sunday
191,2017-01-15 14:42:00, Argyle Square,0,-37.8027,144.9663,3_1_3,Sunday
192,2017-01-15 14:42:00, Argyle Square,0,-37.8027,144.9663,4_1_3,Sunday
193,2017-02-11 14:45:00, Argyle Square,0,-37.8021,144.9653,1_2_1,Saturday
194,2017-02-11 14:45:00, Argyle Square,0,-37.8021,144.9653,2_2_1,Saturday
195,2017-02-11 14:45:00, Argyle Square,0,-37.8021,144.9653,3_2_1,Saturday
196,2017-02-11 14:45:00, Argyle Square,0,-37.8021,144.9653,4_2_1,Saturday
197,2017-02-11 14:52:00, Argyle Square,0,-37.8025,144.9662,1_2_1,Saturday
198,2017-02-11 14:52:00, Argyle Square,0,-37.8025,144.9662,2_2_1,Saturday
199,2017-02-11 14:52:00, Argyle Square,0,-37.8025,144.9662,3_2_1,Saturday
200,2017-02-11 14:52:00, Argyle Square,0,-37.8025,144.9662,4_2_1,Saturday
201,2017-02-11 15:05:00, Argyle Square,0,-37.8027,144.9657,1_2_1,Saturday
202,2017-02-11 15:05:00, Argyle Square,0,-37.8027,144.9657,2_2_1,Saturday
203,2017-02-11 15:05:00, Argyle Square,0,-37.8027,144.9657,3_2_1,Saturday
204,2017-02-11 15:05:00, Argyle Square,0,-37.8027,144.9657,4_2_1,Saturday
205,2017-01-12 10:35:00, Argyle Square,0,-37.8026,144.9665,1_2_1,Thursday
206,2017-01-12 10:35:00, Argyle Square,0,-37.8026,144.9665,2_2_1,Thursday
207,2017-01-12 10:35:00, Argyle Square,0,-37.8026,144.9665,3_2_1,Thursday
208,2017-01-12 10:35:00, Argyle Square,0,-37.8026,144.9665,4_2_1,Thursday
209,2017-01-12 11:00:00, Argyle Square,0,-37.8019,144.9652,1_2_1,Thursday
210,2017-01-12 11:00:00, Argyle Square,0,-37.8019,144.9652,2_2_1,Thursday
211,2017-01-12 11:00:00, Argyle Square,0,-37.8019,144.9652,3_2_1,Thursday
212,2017-01-12 11:00:00, Argyle Square,0,-37.8019,144.9652,4_2_1,Thursday
213,2017-01-12 11:30:00, Argyle Square,0,-37.8022,144.9657,1_2_1,Thursday
214,2017-01-12 11:30:00, Argyle Square,0,-37.8022,144.9657,2_2_1,Thursday
215,2017-01-12 11:30:00, Argyle Square,0,-37.8022,144.9657,3_2_1,Thursday
216,2017-01-12 11:30:00, Argyle Square,0,-37.8022,144.9657,4_2_1,Thursday
217,2017-01-12 11:51:00, Argyle Square,0,-37.8025,144.9656,1_2_1,Thursday
218,2017-01-12 11:51:00, Argyle Square,0,-37.8025,144.9656,2_2_1,Thursday
219,2017-01-12 11:51:00, Argyle Square,0,-37.8025,144.9656,3_2_1,Thursday
220,2017-01-12 11:51:00, Argyle Square,0,-37.8025,144.9656,4_2_1,Thursday
221,2017-02-11 15:29:00, Argyle Square,0,-37.8032,144.9658,1_2_2,Saturday
222,2017-02-11 15:29:00, Argyle Square,0,-37.8032,144.9658,2_2_2,Saturday
223,2017-02-11 15:29:00, Argyle Square,0,-37.8032,144.9658,3_2_2,Saturday
224,2017-02-11 15:29:00, Argyle Square,0,-37.8032,144.9658,4_2_2,Saturday
225,2017-02-11 15:30:00, Argyle Square,0,-37.8032,144.9656,1_2_2,Saturday
226,2017-02-11 15:30:00, Argyle Square,0,-37.8032,144.9656,2_2_2,Saturday
227,2017-02-11 15:30:00, Argyle Square,0,-37.8032,144.9656,3_2_2,Saturday
228,2017-02-11 15:30:00, Argyle Square,0,-37.8032,144.9656,4_2_2,Saturday
229,2017-01-12 12:12:00, Argyle Square,0,-37.8033,144.9657,1_2_2,Thursday
230,2017-01-12 12:12:00, Argyle Square,0,-37.8033,144.9657,2_2_2,Thursday
231,2017-01-12 12:12:00, Argyle Square,0,-37.8033,144.9657,3_2_2,Thursday
232,2017-01-12 12:12:00, Argyle Square,0,-37.8033,144.9657,4_2_2,Thursday
233,2017-01-12 12:29:00, Argyle Square,0,-37.8049,144.9634,1_2_3,Thursday
234,2017-01-12 12:29:00, Argyle Square,0,-37.8049,144.9634,2_2_3,Thursday
235,2017-01-12 12:29:00, Argyle Square,0,-37.8049,144.9634,3_2_3,Thursday
236,2017-01-12 12:29:00, Argyle Square,0,-37.8049,144.9634,4_2_3,Thursday
237,2017-01-12 13:00:00, Argyle Square,0,-37.8032,144.9657,1_2_3,Thursday
238,2017-01-12 13:00:00, Argyle Square,0,-37.8032,144.9657,2_2_3,Thursday
239,2017-01-12 13:00:00, Argyle Square,0,-37.8032,144.9657,3_2_3,Thursday
240,2017-01-12 13:00:00, Argyle Square,0,-37.8032,144.9657,4_2_3,Thursday
241,2017-01-12 13:26:00, Argyle Square,0,-37.8032,144.9667,1_2_3,Thursday
242,2017-01-12 13:26:00, Argyle Square,0,-37.8032,144.9667,2_2_3,Thursday
243,2017-01-12 13:26:00, Argyle Square,0,-37.8032,144.9667,3_2_3,Thursday
244,2017-01-12 13:26:00, Argyle Square,0,-37.8032,144.9667,4_2_3,Thursday
245,2017-01-12 13:47:00, Argyle Square,0,-37.8028,144.9664,1_2_3,Thursday
246,2017-01-12 13:47:00, Argyle Square,0,-37.8028,144.9664,2_2_3,Thursday
247,2017-01-12 13:47:00, Argyle Square,0,-37.8028,144.9664,3_2_3,Thursday
248,2017-01-12 13:47:00, Argyle Square,0,-37.8028,144.9664,4_2_3,Thursday
249,2017-01-12 14:07:00, Argyle Square,0,-37.8029,144.966,1_2_3,Thursday
250,2017-01-12 14:07:00, Argyle Square,0,-37.8029,144.966,2_2_3,Thursday
251,2017-01-12 14:07:00, Argyle Square,0,-37.8029,144.966,3_2_3,Thursday
252,2017-01-12 14:07:00, Argyle Square,0,-37.8029,144.966,4_2_3,Thursday
253,2017-01-12 14:26:00, Argyle Square,0,-37.8027,144.9662,1_2_3,Thursday
254,2017-01-12 14:26:00, Argyle Square,0,-37.8027,144.9662,2_2_3,Thursday
255,2017-01-12 14:26:00, Argyle Square,0,-37.8027,144.9662,3_2_3,Thursday
256,2017-01-12 14:26:00, Argyle Square,0,-37.8027,144.9662,4_2_3,Thursday
257,2017-03-02 10:58:00, Carlton Gardens South,0,-37.8055,144.9718,1_1_1,Thursday
258,2017-03-02 10:58:00, Carlton Gardens South,0,-37.8055,144.9718,2_1_1,Thursday
259,2017-03-02 10:58:00, Carlton Gardens South,0,-37.8055,144.9718,3_1_1,Thursday
260,2017-03-02 10:58:00, Carlton Gardens South,0,-37.8055,144.9718,4_1_1,Thursday
261,2017-03-02 11:03:00, Carlton Gardens South,0,-37.8054,144.9718,1_1_1,Thursday
262,2017-03-02 11:03:00, Carlton Gardens South,0,-37.8054,144.9718,2_1_1,Thursday
263,2017-03-02 11:03:00, Carlton Gardens South,0,-37.8054,144.9718,3_1_1,Thursday
264,2017-03-02 11:03:00, Carlton Gardens South,0,-37.8054,144.9718,4_1_1,Thursday
265,2017-03-02 11:18:00, Carlton Gardens South,0,-37.8056,144.9751,1_1_1,Thursday
266,2017-03-02 11:18:00, Carlton Gardens South,0,-37.8056,144.9751,2_1_1,Thursday
267,2017-03-02 11:18:00, Carlton Gardens South,0,-37.8056,144.9751,3_1_1,Thursday
268,2017-03-02 11:18:00, Carlton Gardens South,0,-37.8056,144.9751,4_1_1,Thursday
269,2017-03-02 11:22:00, Carlton Gardens South,0,-37.8055,144.9716,1_1_1,Thursday
270,2017-03-02 11:22:00, Carlton Gardens South,0,-37.8055,144.9716,2_1_1,Thursday
271,2017-03-02 11:22:00, Carlton Gardens South,0,-37.8055,144.9716,3_1_1,Thursday
272,2017-03-02 11:22:00, Carlton Gardens South,0,-37.8055,144.9716,4_1_1,Thursday
273,2017-03-02 11:25:00, Carlton Gardens South,1,-37.8053,144.9718,1_1_1,Thursday
274,2017-03-02 11:25:00, Carlton Gardens South,0,-37.8053,144.9718,2_1_1,Thursday
275,2017-03-02 11:25:00, Carlton Gardens South,0,-37.8053,144.9718,3_1_1,Thursday
276,2017-03-02 11:25:00, Carlton Gardens South,0,-37.8053,144.9718,4_1_1,Thursday
277,2017-03-02 11:29:00, Carlton Gardens South,0,-37.8053,144.9717,1_1_1,Thursday
278,2017-03-02 11:29:00, Carlton Gardens South,0,-37.8053,144.9717,2_1_1,Thursday
279,2017-03-02 11:29:00, Carlton Gardens South,0,-37.8053,144.9717,3_1_1,Thursday
280,2017-03-02 11:29:00, Carlton Gardens South,0,-37.8053,144.9717,4_1_1,Thursday
281,2017-03-02 11:43:00, Carlton Gardens South,0,-37.8052,144.9716,1_1_1,Thursday
282,2017-03-02 11:43:00, Carlton Gardens South,0,-37.8052,144.9716,2_1_1,Thursday
283,2017-03-02 11:43:00, Carlton Gardens South,0,-37.8052,144.9716,3_1_1,Thursday
284,2017-03-02 11:43:00, Carlton Gardens South,0,-37.8052,144.9716,4_1_1,Thursday
285,2017-03-02 11:46:00, Carlton Gardens South,0,-37.8052,144.9715,1_1_1,Thursday
286,2017-03-02 11:46:00, Carlton Gardens South,0,-37.8052,144.9715,2_1_1,Thursday
287,2017-03-02 11:46:00, Carlton Gardens South,0,-37.8052,144.9715,3_1_1,Thursday
288,2017-03-02 11:46:00, Carlton Gardens South,0,-37.8052,144.9715,4_1_1,Thursday
289,2017-03-02 12:01:00, Carlton Gardens South,0,-37.8055,144.9716,1_1_1,Thursday
290,2017-03-02 12:01:00, Carlton Gardens South,0,-37.8055,144.9716,2_1_1,Thursday
291,2017-03-02 12:01:00, Carlton Gardens South,0,-37.8055,144.9716,3_1_1,Thursday
292,2017-03-02 12:01:00, Carlton Gardens South,0,-37.8055,144.9716,4_1_1,Thursday
293,2017-03-02 12:07:00, Carlton Gardens South,0,-37.8053,144.9717,1_1_1,Thursday
294,2017-03-02 12:07:00, Carlton Gardens South,0,-37.8053,144.9717,2_1_1,Thursday
295,2017-03-02 12:07:00, Carlton Gardens South,0,-37.8053,144.9717,3_1_1,Thursday
296,2017-03-02 12:07:00, Carlton Gardens South,0,-37.8053,144.9717,4_1_1,Thursday
297,2017-03-02 12:27:00, Carlton Gardens South,0,-37.8052,144.9718,1_1_1,Thursday
298,2017-03-02 12:27:00, Carlton Gardens South,0,-37.8052,144.9718,2_1_1,Thursday
299,2017-03-02 12:27:00, Carlton Gardens South,0,-37.8052,144.9718,3_1_1,Thursday
300,2017-03-02 12:27:00, Carlton Gardens South,0,-37.8052,144.9718,4_1_1,Thursday
